country,year,aging_intensity,epi_base_2000,years_since_2000,epi_time_trend,epi_random,epi_normalized,country_productivity_base,productivity_time_trend,epi_effect,productivity_shock,log_productivity
ITA,2009,1.5,0.97,9,-0.00675,0.0011294494713051044,0.964379449471305,4.45,0.16199999999999998,-0.02849644042295596,0.00955260835540979,4.593056167932454
ITA,2010,1.5,0.97,10,-0.0075,-3.3483362901276085e-5,0.9624665166370987,4.45,0.18,-0.03002678669032104,0.0025431530030871376,4.6025163663127655
ITA,2011,1.5,0.97,11,-0.00825,0.004316371981582115,0.9660663719815821,4.45,0.19799999999999998,-0.027146902414734345,0.004091734607036618,4.624944832192303
ITA,2012,1.5,0.97,12,-0.009000000000000001,0.0012652619536699012,0.9622652619536699,4.45,0.21599999999999997,-0.03018779043706408,-0.0014239631127173843,4.634388246450219
ITA,2013,1.5,0.97,13,-0.00975,4.269564369515906e-4,0.9606769564369515,4.45,0.23399999999999999,-0.0314584348504388,0.011963869788076682,4.664505434937638
ITA,2014,1.5,0.97,14,-0.0105,-0.0014104038077623834,0.9580895961922377,4.45,0.252,-0.033528323046209875,0.008467313242722306,4.676938990196512
ITA,2015,1.5,0.97,15,-0.01125,0.003804286192720729,0.9625542861927208,4.45,0.26999999999999996,-0.029956571045823388,0.007454560619487336,4.697497989573663
ITA,2016,1.5,0.97,16,-0.012,-0.005241451901387862,0.952758548098612,4.45,0.288,-0.03779316152111037,0.016965987285612955,4.717172825764504
ITA,2017,1.5,0.97,17,-0.012750000000000001,-7.163521838496205e-4,0.9565336478161504,4.45,0.306,-0.034773081747079715,-0.010297218130032587,4.710929700122888
ITA,2018,1.5,0.97,18,-0.0135,-0.006948898977654354,0.9495511010223456,4.45,0.32399999999999995,-0.040359119182123496,-0.014389427510662729,4.719251453307214
ITA,2019,1.5,0.97,19,-0.01425,0.010486061023770029,0.96623606102377,4.45,0.34199999999999997,-0.027011151180983985,-0.008987726377614922,4.7560011224414005
ITA,2020,1.5,0.97,20,-0.015,0.0031655172811740242,0.9581655172811739,4.45,0.36,-0.03346758617506085,0.01342256530614526,4.789954979131085
CAN,1990,0.5,1.02,-10,0.0025,0.004735222611317478,1.0272352226113175,4.52,-0.18,0.021788178089054002,0.008927317715198096,4.370715495804252
CAN,1991,0.5,1.02,-9,0.0022500000000000003,-0.011691678639198708,1.0105583213608014,4.52,-0.16199999999999998,0.008446657088641096,-0.007932800524963163,4.358513856563678
CAN,1992,0.5,1.02,-8,0.002,0.007000129091086095,1.0290001290910862,4.52,-0.144,0.023200103272868946,-0.0055627420296952895,4.393637361243173
CAN,1993,0.5,1.02,-7,0.00175,0.010067707850276789,1.0318177078502768,4.52,-0.126,0.025454166280221457,0.002335090066419175,4.421789256346639
CAN,1994,0.5,1.02,-6,0.0015,-0.0017736397357153606,1.0197263602642848,4.52,-0.10799999999999998,0.015781088211427808,0.007660413971951023,4.435441502183379
CAN,1995,0.5,1.02,-5,0.00125,0.0022063347070663234,1.0234563347070662,4.52,-0.09,0.018765067765652968,0.00595764138655795,4.45472270915221
CAN,1996,0.5,1.02,-4,0.001,0.006848569394390619,1.0278485693943906,4.52,-0.072,0.022278855515512497,0.006491501664786085,4.476770357180298
CAN,1997,0.5,1.02,-3,7.5e-4,-0.0015843641324195816,1.0191656358675805,4.52,-0.05399999999999999,0.015332508694064374,0.006304382454538689,4.487636891148602
CAN,1998,0.5,1.02,-2,5e-4,-0.002975567423518319,1.0175244325764816,4.52,-0.036,0.014019546061185295,0.0020278448636356725,4.500047390924821
CAN,1999,0.5,1.02,-1,2.5e-4,0.0029941865577966676,1.0232441865577968,4.52,-0.018,0.018595349246237448,-0.013125173185158902,4.507470176061078
CAN,2000,0.5,1.02,0,-0,0.005538663205653986,1.025538663205654,4.52,0,0.02043093056452321,0.005826050170109597,4.546256980734633
CAN,2001,0.5,1.02,1,-2.5e-4,-0.004325585658768439,1.0154244143412314,4.52,0.018,0.012339531472985145,0.009994494363491717,4.560334025836476
CAN,2002,0.5,1.02,2,-5e-4,0.0038394823923847405,1.0233394823923847,4.52,0.036,0.018671585913907763,-0.00441499029627667,4.57025659561763
CAN,2003,0.5,1.02,3,-7.5e-4,0.0018389124654272172,1.0210889124654272,4.52,0.05399999999999999,0.01687112997234177,0.004778514344857511,4.595649644317199
CAN,2004,0.5,1.02,4,-0.001,-0.0038768982645150944,1.015123101735485,4.52,0.072,0.01209848138838794,0.00834392558985459,4.612442406978242
CAN,2005,0.5,1.02,5,-0.00125,-0.003207949483467852,1.0155420505165322,4.52,0.09,0.01243364041322579,0.02675914397735295,4.6491927843905785
CAN,2006,0.5,1.02,6,-0.0015,-0.0020371386822116513,1.0164628613177884,4.52,0.10799999999999998,0.013170289054230722,-0.018599105766110364,4.6225711832881196
CAN,2007,0.5,1.02,7,-0.00175,-0.0016744222053645353,1.0165755777946355,4.52,0.126,0.013260462235708382,9.650808214970192e-4,4.660225543057205
CAN,2008,0.5,1.02,8,-0.002,0.0021920972244989334,1.0201920972244989,4.52,0.144,0.01615367777959911,-0.00417638569292426,4.6759772920866745
CAN,2009,0.5,1.02,9,-0.0022500000000000003,-0.003982295382402156,1.0137677046175977,4.52,0.16199999999999998,0.01101416369407815,0.018849905683652527,4.7118640693777305
CAN,2010,0.5,1.02,10,-0.0025,-5.954268411696792e-4,1.0169045731588304,4.52,0.18,0.013523658527064343,0.0014510764972843141,4.714974735024348
CAN,2011,0.5,1.02,11,-0.00275,-0.008729289390939005,1.008520710609061,4.52,0.19799999999999998,0.006816568487248809,0.003647852041377857,4.728464420528627
CAN,2012,0.5,1.02,12,-0.003,-0.008363337722679982,1.0086366622773202,4.52,0.21599999999999997,0.006909329821856148,-0.0025527134439001214,4.740356616377956
CAN,2013,0.5,1.02,13,-0.0032500000000000003,-8.661756088543638e-4,1.0158838243911457,4.52,0.23399999999999999,0.01270705951291653,4.001247321751267e-4,4.7671071842450905
CAN,2014,0.5,1.02,14,-0.0035,0.00451480056088506,1.021014800560885,4.52,0.252,0.016811840448708006,0.0011256854761692416,4.789937525924876
CAN,2015,0.5,1.02,15,-0.00375,2.9270194260904955e-4,1.0165427019426092,4.52,0.26999999999999996,0.013234161554087366,-0.021042782469118376,4.782191379084968
CAN,2016,0.5,1.02,16,-0.004,0.0022779857581432463,1.0182779857581432,4.52,0.288,0.01462238860651457,-0.013782421305138045,4.808839967301376
CAN,2017,0.5,1.02,17,-0.00425,7.356862768838875e-4,1.0164856862768838,4.52,0.306,0.01318854902150708,-0.041172968698862,4.7980155803226445
CAN,2018,0.5,1.02,18,-0.0045000000000000005,-5.801933084976599e-4,1.0149198066915024,4.52,0.32399999999999995,0.011935845353201913,-0.0030316029466016135,4.852904242406599
CAN,2019,0.5,1.02,19,-0.00475,0.003354955843226908,1.0186049558432269,4.52,0.34199999999999997,0.014883964674581486,4.563061248281828e-4,4.877340270799409
CAN,2020,0.5,1.02,20,-0.005,0.0030617674883520424,1.018061767488352,4.52,0.36,0.01444941399068167,-0.015760852475551278,4.87868856151513
AUS,1990,0.4,1.02,-10,0.002,0.004224186552512013,1.0262241865525121,4.52,-0.18,0.020979349242009705,0.01384390818590429,4.374823257427914
AUS,1991,0.4,1.02,-9,0.0018000000000000002,-0.008747261507592842,1.0130527384924073,4.52,-0.16199999999999998,0.010442190793925832,0.007068582253095558,4.375510773047021
AUS,1992,0.4,1.02,-8,0.0016,0.004807645831929255,1.0264076458319293,4.52,-0.144,0.02112611666554347,0.0028951697523750134,4.4000212864179185
AUS,1993,0.4,1.02,-7,0.0014,0.002590674001671916,1.023990674001672,4.52,-0.126,0.01919253920133759,-0.0020698099074884773,4.411122729293848
AUS,1994,0.4,1.02,-6,0.0012000000000000001,0.012385148647773885,1.033585148647774,4.52,-0.10799999999999998,0.026868118918219254,-0.035777316219570844,4.403090802698649
AUS,1995,0.4,1.02,-5,0.001,0.0033260155724445808,1.0243260155724445,4.52,-0.09,0.019460812457955612,0.0014768826743953244,4.4509376951323505
AUS,1996,0.4,1.02,-4,8e-4,-0.002168898037936963,1.0186311019620629,4.52,-0.072,0.014904881569650287,-0.005177797254045171,4.457727084315605
AUS,1997,0.4,1.02,-3,6.000000000000001e-4,-0.011257958978275898,1.009342041021724,4.52,-0.05399999999999999,0.0074736328173791835,-0.00657057278066637,4.466903060036712
AUS,1998,0.4,1.02,-2,4e-4,-0.001682961660457741,1.0187170383395423,4.52,-0.036,0.014973630671633842,-0.01763600359988945,4.481337627071744
AUS,1999,0.4,1.02,-1,2e-4,0.003221408017120552,1.0234214080171204,4.52,-0.018,0.018737126413696358,0.0045767560791984295,4.5253138824928945
AUS,2000,0.4,1.02,0,-0,0.005162037447639274,1.0251620374476393,4.52,0,0.020129629958111475,0.007749923239988531,4.5478795531981
AUS,2001,0.4,1.02,1,-2e-4,-0.005721465329084764,1.0140785346709154,4.52,0.018,0.011262827736732284,-0.017711322091878017,4.531551505644853
AUS,2002,0.4,1.02,2,-4e-4,0.006250206290295911,1.0258502062902959,4.52,0.036,0.02068016503223671,0.008438006089379776,4.585118171121615
AUS,2003,0.4,1.02,3,-6.000000000000001e-4,-0.007668035756887558,1.0117319642431126,4.52,0.05399999999999999,0.0093855713944901,0.011709265887699782,4.59509483728219
AUS,2004,0.4,1.02,4,-8e-4,0.004731487189262971,1.023931487189263,4.52,0.072,0.019145189751410465,-0.003275316539571685,4.607869873211838
AUS,2005,0.4,1.02,5,-0.001,0.009222822926071064,1.0282228229260713,4.52,0.09,0.022578258340857006,-0.005196505072507208,4.62738175326835
AUS,2006,0.4,1.02,6,-0.0012000000000000001,0.00927389839257212,1.0280738983925721,4.52,0.10799999999999998,0.022459118714057702,-0.0035685283339329304,4.646890590380124
AUS,2007,0.4,1.02,7,-0.0014,0.005007369846092385,1.0236073698460924,4.52,0.126,0.018885895876873882,8.875006781722273e-4,4.665773396555046
AUS,2008,0.4,1.02,8,-0.0016,0.00706782105083021,1.0254678210508301,4.52,0.144,0.020374256840664098,-0.001958282638399399,4.682415974202264
AUS,2009,0.4,1.02,9,-0.0018000000000000002,0.003684818132095411,1.0218848181320954,4.52,0.16199999999999998,0.017507854505676334,0.042174092595053614,4.741681947100729
AUS,2010,0.4,1.02,10,-0.002,-0.005163532172057647,1.0128364678279425,4.52,0.18,0.010269174262353964,-0.018501576588951102,4.691767597673402
AUS,2011,0.4,1.02,11,-0.0022,0.010852610499215813,1.0286526104992157,4.52,0.19799999999999998,0.022922088399372598,-0.002925766804161627,4.737996321595211
AUS,2012,0.4,1.02,12,-0.0024000000000000002,-0.0034466189062239893,1.0141533810937762,4.52,0.21599999999999997,0.01132270487502094,0.010368020755785154,4.757690725630806
AUS,2013,0.4,1.02,13,-0.0026000000000000003,6.694216995643923e-4,1.0180694216995645,4.52,0.23399999999999999,0.014455537359651594,0.005428061470442098,4.773883598830094
AUS,2014,0.4,1.02,14,-0.0028,-0.004108481081182922,1.0130915189188172,4.52,0.252,0.010473215135053771,-0.006897868413822348,4.775575346721231
AUS,2015,0.4,1.02,15,-0.003,0.003489135254228835,1.020489135254229,4.52,0.26999999999999996,0.016391308203383127,0.0046788432010568745,4.811070151404439
AUS,2016,0.4,1.02,16,-0.0032,-0.00206590770280174,1.0147340922971981,4.52,0.288,0.011787273837758506,-0.005266787911406853,4.8145204859263515
AUS,2017,0.4,1.02,17,-0.0034000000000000002,-0.006319699133620455,1.0102803008663794,4.52,0.306,0.008224240693103546,0.019313624923971397,4.853537865617075
AUS,2018,0.4,1.02,18,-0.0036000000000000003,4.4202585701224345e-5,1.0164442025857012,4.52,0.32399999999999995,0.013155362068560984,-0.0013338884678851355,4.855821473600676
AUS,2019,0.4,1.02,19,-0.0038,-0.002212199586993406,1.0139878004130065,4.52,0.34199999999999997,0.01119024033040521,0.026798020343172763,4.899988260673577
AUS,2020,0.4,1.02,20,-0.004,0.003967734373936093,1.0199677343739362,4.52,0.36,0.015974187499148942,0.012993709162196273,4.908967896661345
NLD,1990,0.7,1,-10,0.0035,0.006886676063248939,1.010386676063249,4.52,-0.18,0.008309340850599157,0.007875362986375535,4.356184703836974
NLD,1991,0.7,1,-9,0.00315,-0.008991743476135074,0.9941582565238649,4.52,-0.16199999999999998,-0.004673394780908069,0.014475871293891022,4.367802476512983
NLD,1992,0.7,1,-8,0.0028,0.003413643945114603,1.0062136439451146,4.52,-0.144,0.004970915156091671,0.009459576984984246,4.390430492141075
NLD,1993,0.7,1,-7,0.00245,0.006396407548212732,1.0088464075482129,4.52,-0.126,0.007077126038570292,0.0017973760785993855,4.402874502117169
NLD,1994,0.7,1,-6,0.0021,0.001101003104752813,1.003201003104753,4.52,-0.10799999999999998,0.0025608024838023272,-0.0020558834909831483,4.412504918992819
NLD,1995,0.7,1,-5,0.00175,9.231428504988721e-4,1.0026731428504987,4.52,-0.09,0.0021385142803989512,-0.0034080129160427384,4.428730501364356
NLD,1996,0.7,1,-4,0.0014,-7.702714749533361e-5,1.0013229728525048,4.52,-0.072,0.001058378282003858,0.019384744808073416,4.4684431230900765
NLD,1997,0.7,1,-3,0.00105,-8.728774327090882e-5,1.000962712256729,4.52,-0.05399999999999999,7.701698053832473e-4,0.02985233475022476,4.496622504555607
NLD,1998,0.7,1,-2,7e-4,-7.818559564840844e-5,1.0006218144043515,4.52,-0.036,4.974515234811961e-4,-0.00806635392960624,4.476431097593875
NLD,1999,0.7,1,-1,3.5e-4,0.0024980834864307888,1.0028480834864308,4.52,-0.018,0.002278466789144673,-0.013921496269220943,4.490356970519923
NLD,2000,0.7,1,0,-0,-0.0016200258557837455,0.9983799741442163,4.52,0,-0.001296020684626953,-0.021792549161134357,4.496911430154238
NLD,2001,0.7,1,1,-3.5e-4,0.007472833272803569,1.0071228332728035,4.52,0.018,0.005698266618242798,-0.006274791633335962,4.537423474984906
NLD,2002,0.7,1,2,-7e-4,0.007968796088691905,1.007268796088692,4.52,0.036,0.005815036870953527,0.028355884976722957,4.590170921847676
NLD,2003,0.7,1,3,-0.00105,0.005494645054554745,1.0044446450545548,4.52,0.05399999999999999,0.00355571604364382,-0.010606537026714765,4.5669491790169285
NLD,2004,0.7,1,4,-0.0014,-0.008628049090424637,0.9899719509095755,4.52,0.072,-0.008022439272339633,-0.0047404886057924095,4.579237072121868
NLD,2005,0.7,1,5,-0.00175,-0.005549237343301961,0.992700762656698,4.52,0.09,-0.005839389874641565,-0.00305799112124369,4.601102619004114
NLD,2006,0.7,1,6,-0.0021,2.4689824152140325e-4,0.9981468982415214,4.52,0.10799999999999998,-0.0014824814067829096,0.016324584419395955,4.642842103012612
NLD,2007,0.7,1,7,-0.00245,-0.0015039124220055534,0.9960460875779945,4.52,0.126,-0.0031631299376043923,-0.0023933496275134474,4.640443520434882
NLD,2008,0.7,1,8,-0.0028,-0.006066279632396566,0.9911337203676034,4.52,0.144,-0.00709302370591729,-0.003596168661879449,4.653310807632203
NLD,2009,0.7,1,9,-0.00315,-0.001290182682624456,0.9955598173173755,4.52,0.16199999999999998,-0.0035521461460995777,-0.022500677724593465,4.655947176129306
NLD,2010,0.7,1,10,-0.0035,0.0011868808314471917,0.9976868808314473,4.52,0.18,-0.0018504953348421616,0.011097981598758336,4.709247486263915
NLD,2011,0.7,1,11,-0.00385,-3.7944456901657577e-4,0.9957705554309834,4.52,0.19799999999999998,-0.0033835556552133106,0.003692535930236139,4.718308980275022
NLD,2012,0.7,1,12,-0.0042,0.005148558232219375,1.0009485582322193,4.52,0.21599999999999997,7.588465857754301e-4,0.010588318202526169,4.747347164788301
NLD,2013,0.7,1,13,-0.00455,-0.006024594574094974,0.989425405425905,4.52,0.23399999999999999,-0.008459675659276035,3.180009573682275e-4,4.745858325298092
NLD,2014,0.7,1,14,-0.0049,-0.004816142946662364,0.9902838570533377,4.52,0.252,-0.007772914357329875,-0.013607962824889437,4.75061912281778
NLD,2015,0.7,1,15,-0.00525,0.004594710190626642,0.9993447101906267,4.52,0.26999999999999996,-5.242318474986796e-4,-0.0029815984041629963,4.786494169748337
NLD,2016,0.7,1,16,-0.0056,0.004590211031670927,0.9989902110316708,4.52,0.288,-8.078311746633204e-4,-0.005771915711919214,4.801420253113418
NLD,2017,0.7,1,17,-0.0059499999999999996,0.007546549671374696,1.0015965496713748,4.52,0.306,0.0012772397370998335,0.007763258501392799,4.835040498238492
NLD,2018,0.7,1,18,-0.0063,-0.0018874080054252017,0.9918125919945748,4.52,0.32399999999999995,-0.0065499264043401345,-0.006133156502288723,4.83131691709337
NLD,2019,0.7,1,19,-0.00665,0.0030178581837921165,0.996367858183792,4.52,0.34199999999999997,-0.0029057134529663744,5.495670862149966e-4,4.859643853633248
NLD,2020,0.7,1,20,-0.007,5.091011334944677e-4,0.9935091011334944,4.52,0.36,-0.005192719093204446,-0.008814826983472197,4.865992453923323
SWE,1990,0.9,1,-10,0.0045000000000000005,0.003593381952351036,1.008093381952351,4.52,-0.18,0.006474705561880789,0.006586437521805633,4.3530611430836865
SWE,1991,0.9,1,-9,0.004050000000000001,0.0013493614343885708,1.0053993614343886,4.52,-0.16199999999999998,0.004319489147510858,8.307957282308254e-4,4.363150284875741
SWE,1992,0.9,1,-8,0.0036000000000000003,-2.7190035459570875e-4,1.0033280996454044,4.52,-0.144,0.002662479716323496,0.012605413873604004,4.3912678935899265
SWE,1993,0.9,1,-7,0.0031500000000000005,-0.00993056336554529,0.9932194366344547,4.52,-0.126,-0.005424450692436267,-0.008797518335387715,4.379778030972176
SWE,1994,0.9,1,-6,0.0027,-6.379102286443307e-4,1.0020620897713557,4.52,-0.10799999999999998,0.0016496718170845527,-0.001130402648441803,4.412519269168643
SWE,1995,0.9,1,-5,0.0022500000000000003,-0.0041855890892293175,0.9980644109107708,4.52,-0.09,-0.001548471271383356,0.005743798529136085,4.434195327257752
SWE,1996,0.9,1,-4,0.0018000000000000002,-4.47364259867194e-5,1.0017552635740132,4.52,-0.072,0.0014042108592105863,-0.004428100526453605,4.444976110332757
SWE,1997,0.9,1,-3,0.00135,0.003192226136836796,1.0045422261368369,4.52,-0.05399999999999999,0.0036337809094694863,0.014014064404016665,4.483647845313485
SWE,1998,0.9,1,-2,9.000000000000001e-4,0.001781212961959331,1.0026812129619593,4.52,-0.036,0.0021449703695674673,-0.010868886727804077,4.475276083641763
SWE,1999,0.9,1,-1,4.5000000000000004e-4,-0.001065713592031533,0.9993842864079685,4.52,-0.018,-4.925708736251977e-4,-0.01755231703914076,4.483955112087234
SWE,2000,0.9,1,0,-0,-0.0023362307752963804,0.9976637692247036,4.52,0,-0.0018689846202371463,0.016373632703018032,4.53450464808278
SWE,2001,0.9,1,1,-4.5000000000000004e-4,9.326614222216625e-4,1.0004826614222218,4.52,0.018,3.8612913777740236e-4,0.015057326833295937,4.553443455971073
SWE,2002,0.9,1,2,-9.000000000000001e-4,0.008791606315808382,1.0078916063158083,4.52,0.036,0.006313285052646656,0.003360383528670001,4.565673668581316
SWE,2003,0.9,1,3,-0.00135,0.008413588080126384,1.0070635880801264,4.52,0.05399999999999999,0.005650870464101132,-0.009749993940561892,4.569900876523539
SWE,2004,0.9,1,4,-0.0018000000000000002,7.8556915610741e-4,0.9989855691561074,4.52,0.072,-8.115446751141065e-4,0.018455515958309358,4.6096439712831945
SWE,2005,0.9,1,5,-0.0022500000000000003,0.007899342564637148,1.0056493425646371,4.52,0.09,0.004519474051709694,-0.008329635748527573,4.606189838303182
SWE,2006,0.9,1,6,-0.0027,2.925289999837731e-4,0.9975925289999837,4.52,0.10799999999999998,-0.0019259768000130075,0.005691326124508269,4.631765349324494
SWE,2007,0.9,1,7,-0.0031500000000000005,-0.006910791447804737,0.9899392085521953,4.52,0.126,-0.008048633158243756,-0.01517785775110855,4.622773509090647
SWE,2008,0.9,1,8,-0.0036000000000000003,-0.009468026532050321,0.9869319734679496,4.52,0.144,-0.010454421225640331,0.006243433753472505,4.659789012527832
SWE,2009,0.9,1,9,-0.004050000000000001,-0.007443113881239466,0.9885068861187606,4.52,0.16199999999999998,-0.009194491104991532,-0.005535699654287218,4.667269809240721
SWE,2010,0.9,1,10,-0.0045000000000000005,-0.004169019191912683,0.9913309808080873,4.52,0.18,-0.0069352153535301225,0.02371781582480373,4.716782600471273
SWE,2011,0.9,1,11,-0.00495,0.0060498610812595235,1.0010998610812596,4.52,0.19799999999999998,8.798888650076719e-4,0.00567581030237133,4.724555699167379
SWE,2012,0.9,1,12,-0.0054,0.003087297106620534,0.9976872971066205,4.52,0.21599999999999997,-0.001850162314703585,0.03529014490160769,4.769439982586904
SWE,2013,0.9,1,13,-0.00585,-0.0076634094170974386,0.9864865905829026,4.52,0.23399999999999999,-0.010810727533677955,0.010682624620563071,4.753871897086885
SWE,2014,0.9,1,14,-0.006300000000000001,-0.00202319866038111,0.9916768013396189,4.52,0.252,-0.006658558928304892,0.005809750419277588,4.771151191490972
SWE,2015,0.9,1,15,-0.006750000000000001,0.002273868117652295,0.9955238681176523,4.52,0.26999999999999996,-0.0035809055058781958,0.0031508305894183174,4.78956992508354
SWE,2016,0.9,1,16,-0.007200000000000001,0.007341523415077924,1.000141523415078,4.52,0.288,1.1321873206231459e-4,1.279799128962203e-4,4.808241198644959
SWE,2017,0.9,1,17,-0.0076500000000000005,-0.007435837053661856,0.984914162946338,4.52,0.306,-0.012068669642929564,-0.021623132975847982,4.792308197381222
SWE,2018,0.9,1,18,-0.008100000000000001,-0.006657963211421093,0.9852420367885789,4.52,0.32399999999999995,-0.011806370569136871,-0.023769731075768342,4.808423898355094
SWE,2019,0.9,1,19,-0.00855,0.003937049335637892,0.9953870493356379,4.52,0.34199999999999997,-0.0036903605314896563,0.016612035580251084,4.8749216750487605
SWE,2020,0.9,1,20,-0.009000000000000001,-0.0022664264334124515,0.9887335735665875,4.52,0.36,-0.009013141146729976,0.009349744869744039,4.880336603723014
