age,year,birth_year,fluid_intelligence,crystallized_intelligence,processing_speed,working_memory,computer_adoption,automation_level,ai_adoption,cohort,tech_comfort,education_baseline,fluid_tech_adjustment,crystallized_tech_adjustment,speed_tech_adjustment,memory_tech_adjustment,fluid_cohort_adjustment,crystallized_cohort_adjustment,fluid_enhanced,crystallized_enhanced,speed_enhanced,memory_enhanced,cognitive_composite_modern,workforce_participation,tertiary_education,human_capital_weight,human_capital_share
24,2007,1983,104,92,106,104,0.84,0.45499999999999996,0.038000000000000006,Millennials,0.95,0.45,1.1224999999999998,1.2558,0.7865,1.06125,1.19,1.045,138.92059999999998,120.732612,83.369,110.37,119.93947419999998,0.6,0.5185185185185185,0.7244444444444444,0.03405517774504581
24,2008,1984,104,92,106,104,0.86,0.47,0.042,Millennials,0.95,0.45,1.125,1.2622,0.7809999999999999,1.0625,1.19,1.045,139.23,121.34790799999999,82.78599999999999,110.5,120.1951678,0.6,0.5203703703703704,0.7248888888888889,0.03401583999416037
24,2009,1985,104,92,106,104,0.8799999999999999,0.485,0.046,Millennials,0.95,0.45,1.1275,1.2686,0.7755000000000001,1.06375,1.19,1.045,139.53939999999997,121.96320399999998,82.203,110.63,120.45086139999998,0.6,0.5222222222222223,0.7253333333333333,0.033906756419845425
24,2010,1986,104,92,106,104,0.8999999999999999,0.5,0.05,Millennials,0.95,0.45,1.13,1.275,0.77,1.0650000000000002,1.19,1.045,139.84879999999998,122.57849999999999,81.62,110.76000000000002,120.70655499999998,0.6,0.5240740740740741,0.7257777777777777,0.03386789860370099
24,2011,1987,104,92,106,104,0.908,0.52,0.065,Millennials,0.95,0.45,1.1296,1.2789,0.7664,1.0648,1.19,1.045,139.799296,122.95344599999999,81.2384,110.7392,120.76009969999998,0.6,0.5259259259259259,0.7262222222222222,0.03375998181836964
24,2012,1988,104,92,106,104,0.916,0.54,0.08,Millennials,0.95,0.45,1.1292,1.2828,0.7627999999999999,1.0646000000000002,1.19,1.045,139.749792,123.32839199999998,80.85679999999999,110.71840000000002,120.81364439999999,0.6,0.5277777777777778,0.7266666666666667,0.033752922414727424
24,2013,1989,104,92,106,104,0.924,0.56,0.095,Millennials,0.95,0.45,1.1288,1.2867000000000002,0.7591999999999999,1.0644,1.19,1.045,139.700288,123.70333800000002,80.47519999999999,110.6976,120.8671891,0.6,0.5296296296296297,0.7271111111111112,0.033645936163211584
24,2014,1990,104,92,106,104,0.932,0.58,0.11,Millennials,0.95,0.45,1.1283999999999998,1.2906,0.7556,1.0642,1.19,1.045,139.650784,124.07828399999998,80.09360000000001,110.6768,120.92073379999997,0.6,0.5314814814814814,0.7275555555555556,0.03363900233746886
24,2015,1991,104,92,106,104,0.9400000000000001,0.6,0.125,Millennials,0.95,0.45,1.128,1.2945,0.752,1.064,1.19,1.045,139.60127999999997,124.45322999999999,79.712,110.656,120.97427849999998,0.6,0.5333333333333333,0.728,0.03349590503358793
24,2016,1992,104,92,106,104,0.9480000000000001,0.62,0.14,Millennials,0.95,0.45,1.1276,1.2984,0.7484,1.0638,1.19,1.045,139.551776,124.82817599999998,79.3304,110.63520000000001,121.02782319999999,0.6,0.5351851851851852,0.72844444444444445,0.033489132378106405
24,2017,1993,104,92,106,104,0.9560000000000001,0.64,0.15500000000000003,Millennials,0.95,0.45,1.1272,1.3023,0.7447999999999999,1.0636,1.19,1.045,139.50227199999998,125.203122,78.94879999999999,110.61440000000002,121.08136789999999,0.6,0.5370370370370371,0.7288888888888888,0.033347567050977044
24,2018,1994,104,92,106,104,0.964,0.66,0.16999999999999998,Millennials,0.95,0.45,1.1268,1.3061999999999998,0.7412000000000001,1.0634000000000001,1.19,1.045,139.452768,125.57806799999997,78.56720000000001,110.59360000000001,121.13491259999998,0.6,0.538888888888889,0.7293333333333333,0.033347050127261364
24,2019,1995,104,92,106,104,0.972,0.6799999999999999,0.185,Millennials,0.95,0.45,1.1263999999999998,1.3100999999999998,0.7376,1.0632,1.19,1.045,139.40326399999998,125.95301399999998,78.18560000000001,110.57279999999999,121.18845729999998,0.6,0.5407407407407407,0.7297777777777777,0.03438635435536056
24,2020,1996,104,92,106,104,0.98,0.7,0.2,Millennials,0.95,0.45,1.126,1.314,0.7340000000000001,1.0630000000000002,1.19,1.045,139.35375999999997,126.32795999999999,77.80400000000002,110.55200000000002,121.242002,0.6,0.5425925925925926,0.7302222222222222,0.03438587311968607
24,2021,1997,104,92,106,104,0.98,0.7374999999999999,0.30000000000000004,Generation Z,1,0.55,1.12225,1.324,0.7302500000000001,1.061125,1.2,1.055,140,128.50744,77.40650000000001,110.35700000000001,122.142129,0.6,0.6444444444444445,0.7546666666666667,0.036675846427992875
24,2022,1998,104,92,106,104,0.98,0.7749999999999999,0.4,Generation Z,1,0.55,1.1185,1.334,0.7265,1.05925,1.2,1.055,139.58880000000002,129.47804,77.009,110.162,122.249044,0.6,0.6462962962962964,0.7551111111111112,0.03667467148754756
24,2023,1999,104,92,106,104,0.98,0.8125,0.6,Generation Z,1,0.55,1.11475,1.354,0.72275,1.0573750000000002,1.2,1.055,139.1208,131.41924,76.6115,109.96700000000001,122.675789,0.6,0.6481481481481483,0.7555555555555555,0.03789398600151576
24,2024,2000,104,92,106,104,0.98,0.85,0.8,Generation Z,1,0.55,1.111,1.374,0.7190000000000001,1.0555,1.2,1.055,138.65279999999998,133.36044,76.21400000000001,109.772,123.102534,0.6,0.65,0.756,0.03789283745175681
26,1970,1944,103,94,104,103,0.05,0.1,0.01,Silent Generation,0.3,0.15,1,1.0159999999999998,0.98,0.9999999999999999,1.06,1.015,109.18,96.93655999999997,101.92,102.99999999999999,102.878796,0.85,0.15,0.901,0.06277433289207832
26,1971,1945,103,94,104,103,0.05,0.10500000000000001,0.01,Silent Generation,0.3,0.15,0.9995,1.0159999999999998,0.9795,0.9997499999999999,1.06,1.015,109.12541000000002,96.93655999999997,101.86800000000001,102.97425,102.84802699999997,0.85,0.15185185185185185,0.9016296296296297,0.06277462609592574
26,1972,1946,103,94,104,103,0.05,0.11,0.01,Baby Boomers,0.5,0.25,0.999,1.0159999999999998,0.979,0.9994999999999999,1.1,1.025,113.18670000000002,97.89159999999997,101.816,102.9485,104.59207999999998,0.85,0.2537037037037037,0.9362592592592592,0.0611567008912587
26,1973,1947,103,94,104,103,0.05,0.115,0.01,Baby Boomers,0.5,0.25,0.9985,1.0159999999999998,0.9785,0.9992499999999999,1.1,1.025,113.13005000000001,97.89159999999997,101.76400000000001,102.92274999999998,104.56058999999999,0.85,0.25555555555555554,0.9368888888888889,0.06115551429524653
26,1974,1948,103,94,104,103,0.05,0.12000000000000001,0.01,Baby Boomers,0.5,0.25,0.998,1.0159999999999998,0.978,0.9989999999999999,1.1,1.025,113.0734,97.89159999999997,101.712,102.89699999999999,104.52909999999999,0.85,0.2574074074074074,0.9375185185185184,0.05763000503149809
26,1975,1949,103,94,104,103,0.05,0.125,0.01,Baby Boomers,0.5,0.25,0.9975,1.0159999999999998,0.9775,0.9987499999999999,1.1,1.025,113.01675000000002,97.89159999999997,101.66,102.87124999999999,104.49760999999998,0.85,0.25925925925925924,0.9381481481481481,0.057628954169851844
26,1976,1950,103,94,104,103,0.05,0.13,0.01,Baby Boomers,0.5,0.25,0.997,1.0159999999999998,0.977,0.9984999999999999,1.1,1.025,112.96010000000001,97.89159999999997,101.608,102.84549999999999,104.46611999999998,0.85,0.2611111111111111,0.9387777777777777,0.055342673924292735
26,1977,1951,103,94,104,103,0.05,0.135,0.01,Baby Boomers,0.5,0.25,0.9965,1.0159999999999998,0.9765,0.9982499999999999,1.1,1.025,112.90345000000002,97.89159999999997,101.556,102.81974999999998,104.43463,0.85,0.26296296296296295,0.9394074074074075,0.05534172928721668
26,1978,1952,103,94,104,103,0.05,0.14,0.01,Baby Boomers,0.5,0.25,0.996,1.0159999999999998,0.976,0.9979999999999999,1.1,1.025,112.8468,97.89159999999997,101.50399999999999,102.79399999999998,104.40313999999998,0.85,0.26481481481481484,0.940037037037037,0.05323006520321214
26,1979,1953,103,94,104,103,0.05,0.14500000000000002,0.01,Baby Boomers,0.5,0.25,0.9955,1.0159999999999998,0.9755,0.9977499999999999,1.1,1.025,112.79015000000001,97.89159999999997,101.452,102.76825,104.37164999999999,0.85,0.26666666666666666,0.9406666666666667,0.05322921382224234
26,1980,1954,103,94,104,103,0.05,0.15000000000000002,0.01,Baby Boomers,0.5,0.25,0.995,1.0159999999999998,0.975,0.9974999999999999,1.1,1.025,112.7335,97.89159999999997,101.39999999999999,102.74249999999999,104.34015999999997,0.85,0.2685185185185185,0.9412962962962963,0.05127289526933653
26,1981,1955,103,94,104,103,0.065,0.15500000000000003,0.01,Baby Boomers,0.5,0.25,0.9974999999999999,1.0205,0.9715,0.9987499999999999,1.1,1.025,113.01675,98.32517499999999,101.036,102.87124999999999,104.55576124999999,0.85,0.27037037037037037,0.9419259259259258,0.05127212612394662
26,1982,1956,103,94,104,103,0.08,0.16000000000000003,0.01,Baby Boomers,0.5,0.25,1,1.025,0.968,1,1.1,1.025,113.30000000000001,98.75874999999999,100.672,103,104.7713625,0.85,0.27222222222222225,0.9425555555555555,0.04945461753269088
26,1983,1957,103,94,104,103,0.095,0.165,0.01,Baby Boomers,0.5,0.25,1.0025,1.0294999999999999,0.9645,1.00125,1.1,1.025,113.58325,99.19232499999997,100.308,103.12875,104.98696374999999,0.85,0.2740740740740741,0.9431851851851852,0.04939176713370262
26,1984,1958,103,94,104,103,0.11,0.17,0.01,Baby Boomers,0.5,0.25,1.0050000000000001,1.0339999999999998,0.961,1.0025,1.1,1.025,113.86650000000003,99.62589999999997,99.944,103.2575,105.202565,0.85,0.2759259259259259,0.9438148148148149,0.04770301815234341
26,1985,1959,103,94,104,103,0.125,0.175,0.01,Baby Boomers,0.5,0.25,1.0074999999999998,1.0385,0.9575,1.00375,1.1,1.025,114.14974999999998,100.05947499999999,99.58,103.38624999999999,105.41816624999998,0.85,0.2777777777777778,0.9444444444444444,0.04764467164413354
26,1986,1960,103,94,104,103,0.14,0.18,0.01,Baby Boomers,0.5,0.25,1.01,1.043,0.954,1.0050000000000001,1.1,1.025,114.433,100.49304999999998,99.216,103.51500000000001,105.6337675,0.85,0.2796296296296296,0.9450740740740741,0.04730740637056511
26,1987,1961,103,94,104,103,0.15500000000000003,0.185,0.01,Baby Boomers,0.5,0.25,1.0125,1.0474999999999999,0.9505,1.00625,1.1,1.025,114.71625,100.92662499999999,98.852,103.64375000000001,105.84936875,0.85,0.2814814814814815,0.9457037037037037,0.04725018504811251
26,1988,1962,103,94,104,103,0.16999999999999998,0.19,0.01,Baby Boomers,0.5,0.25,1.0150000000000001,1.0519999999999998,0.947,1.0074999999999998,1.1,1.025,114.99950000000003,101.36019999999996,98.488,103.77249999999998,106.06496999999999,0.85,0.2833333333333333,0.9463333333333332,0.04691864020228396
26,1989,1963,103,94,104,103,0.185,0.195,0.01,Baby Boomers,0.5,0.25,1.0174999999999998,1.0565,0.9435,1.00875,1.1,1.025,115.28275,101.79377499999998,98.124,103.90125,106.28057124999998,0.85,0.2851851851851852,0.9469629629629629,0.046862513654792194
26,1990,1964,103,94,104,103,0.2,0.2,0.01,Baby Boomers,0.5,0.25,1.02,1.061,0.94,1.01,1.1,1.025,115.56600000000002,102.22734999999999,97.75999999999999,104.03,106.4961725,0.85,0.28703703703703703,0.9475925925925924,0.04653654259953472
26,1991,1965,103,94,104,103,0.25,0.21500000000000002,0.01,Generation X,0.8,0.35,1.0285,1.0759999999999998,0.9285,1.0142499999999999,1.1600000000000001,1.035,122.88518,104.68403999999998,96.564,104.46774999999998,109.8039895,0.85,0.38888888888888884,0.9822222222222221,0.0481245576786978
26,1992,1966,103,94,104,103,0.30000000000000004,0.23,0.01,Generation X,0.8,0.35,1.0370000000000001,1.091,0.9169999999999999,1.0185,1.1600000000000001,1.035,123.90076000000003,106.14339,95.368,104.90549999999999,110.5564775,0.85,0.3907407407407407,0.9828518518518519,0.04804320394237784
26,1993,1967,103,94,104,103,0.35,0.245,0.01,Generation X,0.8,0.35,1.0455,1.1059999999999999,0.9055000000000001,1.0227499999999998,1.1600000000000001,1.035,124.91634000000002,107.60273999999997,94.17200000000001,105.34324999999998,111.30896549999999,0.85,0.3925925925925926,0.9834814814814815,0.04796222843560122
26,1994,1968,103,94,104,103,0.4,0.26,0.01,Generation X,0.8,0.35,1.054,1.121,0.8939999999999999,1.0270000000000001,1.1600000000000001,1.035,125.93192000000003,109.06208999999998,92.97599999999998,105.78100000000002,112.0614535,0.85,0.39444444444444443,0.984111111111111,0.04788162852678982
26,1995,1969,103,94,104,103,0.45,0.275,0.01,Generation X,0.8,0.35,1.0625,1.136,0.8825000000000001,1.03125,1.1600000000000001,1.035,126.94750000000002,110.52143999999998,91.78,106.21875,112.81394149999998,0.85,0.39629629629629626,0.9847407407407407,0.04780140160872176
26,1996,1970,103,94,104,103,0.5,0.29000000000000004,0.01,Generation X,0.8,0.35,1.0710000000000002,1.1509999999999998,0.871,1.0355,1.1600000000000001,1.035,127.96308000000003,111.98078999999998,90.584,106.65650000000001,113.5664295,0.85,0.39814814814814814,0.9853703703703703,0.04772154509825024
26,1997,1971,103,94,104,103,0.55,0.30500000000000005,0.01,Generation X,0.8,0.35,1.0795000000000001,1.166,0.8595,1.03975,1.1600000000000001,1.035,128.97866000000005,113.44013999999999,89.388,107.09424999999999,114.31891750000001,0.85,0.39999999999999997,0.9859999999999999,0.04764205643602627
26,1998,1972,103,94,104,103,0.6000000000000001,0.32,0.01,Generation X,0.8,0.35,1.088,1.1809999999999998,0.848,1.044,1.1600000000000001,1.035,129.99424000000002,114.89948999999997,88.192,107.53200000000001,115.07140549999998,0.85,0.40185185185185185,0.9866296296296297,0.047562933086225334
26,1999,1973,103,94,104,103,0.65,0.33499999999999996,0.01,Generation X,0.8,0.35,1.0964999999999998,1.196,0.8365,1.04825,1.1600000000000001,1.035,131.00982,116.35883999999999,86.99600000000001,107.96974999999999,115.8238935,0.85,0.4037037037037037,0.9872592592592593,0.04742942346631935
26,2000,1974,103,94,104,103,0.7,0.35,0.01,Generation X,0.8,0.35,1.105,1.2109999999999999,0.825,1.0525,1.1600000000000001,1.035,132.02540000000002,117.81818999999997,85.8,108.4075,116.5763815,0.85,0.40555555555555556,0.9878888888888889,0.047351238503038344
26,2001,1975,103,94,104,103,0.72,0.365,0.014,Generation X,0.8,0.35,1.1075,1.2174,0.8195,1.05375,1.1600000000000001,1.035,132.32410000000002,118.440846,85.228,108.53625,116.8323686,0.85,0.4074074074074074,0.9885185185185185,0.047219214628933755
26,2002,1976,103,94,104,103,0.74,0.38,0.018000000000000002,Generation X,0.8,0.35,1.1099999999999999,1.2238,0.814,1.0550000000000002,1.1600000000000001,1.035,132.62279999999998,119.06350199999999,84.65599999999999,108.66500000000002,117.08835569999998,0.85,0.4092592592592592,0.9891481481481481,0.047164430033924766
26,2003,1977,103,94,104,103,0.76,0.39499999999999996,0.022,Generation X,0.8,0.35,1.1125,1.2302,0.8085,1.0562500000000001,1.1600000000000001,1.035,132.9215,119.68615799999999,84.084,108.79375000000002,117.3443428,0.85,0.4111111111111111,0.9897777777777778,0.04703372827303639
26,2004,1978,103,94,104,103,0.7799999999999999,0.41,0.026000000000000002,Generation X,0.8,0.35,1.115,1.2366,0.8029999999999999,1.0575,1.1600000000000001,1.035,133.2202,120.30881399999998,83.512,108.92250000000001,117.60032989999999,0.85,0.412962962962963,0.9904074074074073,0.04697955920977503
26,2005,1979,103,94,104,103,0.7999999999999999,0.425,0.03,Generation X,0.8,0.35,1.1175,1.2429999999999999,0.7975,1.05875,1.1600000000000001,1.035,133.5189,120.93146999999998,82.94,109.05125000000001,117.85631699999999,0.85,0.4148148148148148,0.9910370370370369,0.04685015933046188
26,2006,1980,103,94,104,103,0.82,0.43999999999999995,0.034,Generation X,0.8,0.35,1.1199999999999999,1.2494,0.7919999999999999,1.06,1.1600000000000001,1.035,133.8176,121.554126,82.368,109.18,118.11230409999999,0.85,0.41666666666666663,0.9916666666666667,0.04679659603919903
26,2007,1981,103,94,104,103,0.84,0.45499999999999996,0.038000000000000006,Millennials,0.95,0.45,1.1224999999999998,1.2558,0.7865,1.06125,1.19,1.045,137.58482499999997,123.357234,81.79599999999999,109.30875,119.99543315,0.85,0.5185185185185185,1.0262962962962963,0.0482448351388149
26,2008,1982,103,94,104,103,0.86,0.47,0.042,Millennials,0.95,0.45,1.125,1.2622,0.7809999999999999,1.0625,1.19,1.045,137.89124999999999,123.98590599999999,81.22399999999999,109.4375,120.25622959999998,0.85,0.5203703703703704,1.026925925925926,0.04818910665839386
26,2009,1983,103,94,104,103,0.8799999999999999,0.485,0.046,Millennials,0.95,0.45,1.1275,1.2686,0.7755000000000001,1.06375,1.19,1.045,138.19767499999998,124.61457799999998,80.65200000000002,109.56625,120.51702604999998,0.85,0.5222222222222223,1.0275555555555556,0.04803457159478102
26,2010,1984,103,94,104,103,0.8999999999999999,0.5,0.05,Millennials,0.95,0.45,1.13,1.275,0.77,1.0650000000000002,1.19,1.045,138.50409999999997,125.24324999999999,80.08,109.69500000000002,120.77782249999998,0.85,0.5240740740740741,1.028185185185185,0.04797952302190974
26,2011,1985,103,94,104,103,0.908,0.52,0.065,Millennials,0.95,0.45,1.1296,1.2789,0.7664,1.0648,1.19,1.045,138.455072,125.626347,79.7056,109.67439999999999,120.83549665,0.85,0.5259259259259259,1.0288148148148148,0.04782664090935699
26,2012,1986,103,94,104,103,0.916,0.54,0.08,Millennials,0.95,0.45,1.1292,1.2828,0.7627999999999999,1.0646000000000002,1.19,1.045,138.40604399999998,126.00944399999999,79.3312,109.65380000000002,120.8931708,0.85,0.5277777777777778,1.0294444444444446,0.047816640087530525
26,2013,1987,103,94,104,103,0.924,0.56,0.095,Millennials,0.95,0.45,1.1288,1.2867000000000002,0.7591999999999999,1.0644,1.19,1.045,138.357016,126.39254100000001,78.95679999999999,109.6332,120.95084494999999,0.85,0.5296296296296297,1.0300740740740741,0.047665076231216415
26,2014,1988,103,94,104,103,0.932,0.58,0.11,Millennials,0.95,0.45,1.1283999999999998,1.2906,0.7556,1.0642,1.19,1.045,138.30798799999997,126.77563799999999,78.5824,109.6126,121.00851909999999,0.85,0.5314814814814814,1.0307037037037037,0.04765525331141421
26,2015,1989,103,94,104,103,0.9400000000000001,0.6,0.125,Millennials,0.95,0.45,1.128,1.2945,0.752,1.064,1.19,1.045,138.25895999999997,127.15873499999998,78.208,109.59200000000001,121.06619324999998,0.85,0.5333333333333333,1.0313333333333334,0.047452532130916235
26,2016,1990,103,94,104,103,0.9480000000000001,0.62,0.14,Millennials,0.95,0.45,1.1276,1.2984,0.7484,1.0638,1.19,1.045,138.20993199999998,127.54183199999999,77.83359999999999,109.57140000000001,121.12386739999998,0.85,0.5351851851851852,1.031962962962963,0.047442937535650744
26,2017,1991,103,94,104,103,0.9560000000000001,0.64,0.15500000000000003,Millennials,0.95,0.45,1.1272,1.3023,0.7447999999999999,1.0636,1.19,1.045,138.160904,127.92492899999999,77.4592,109.55080000000001,121.18154154999999,0.85,0.5370370370370371,1.0325925925925925,0.04724238665555081
26,2018,1992,103,94,104,103,0.964,0.66,0.16999999999999998,Millennials,0.95,0.45,1.1268,1.3061999999999998,0.7412000000000001,1.0634000000000001,1.19,1.045,138.111876,128.30802599999998,77.0848,109.53020000000001,121.23921569999999,0.85,0.538888888888889,1.033222222222222,0.0472416543469536
26,2019,1993,103,94,104,103,0.972,0.6799999999999999,0.185,Millennials,0.95,0.45,1.1263999999999998,1.3100999999999998,0.7376,1.0632,1.19,1.045,138.06284799999997,128.69112299999998,76.7104,109.50959999999999,121.29688984999997,0.85,0.5407407407407407,1.0338518518518518,0.048714002003427466
26,2020,1994,103,94,104,103,0.98,0.7,0.2,Millennials,0.95,0.45,1.126,1.314,0.7340000000000001,1.0630000000000002,1.19,1.045,138.01381999999998,129.07422,76.33600000000001,109.48900000000002,121.35456399999998,0.85,0.5425925925925926,1.0344814814814816,0.0487133202528886
26,2021,1995,103,94,104,103,0.98,0.7374999999999999,0.30000000000000004,Millennials,0.95,0.45,1.12225,1.324,0.7302500000000001,1.061125,1.19,1.045,137.5541825,130.05652,75.94600000000001,109.29587500000001,121.45002712499999,0.85,0.5444444444444445,1.035111111111111,0.05030509206760625
26,2022,1996,103,94,104,103,0.98,0.7749999999999999,0.4,Millennials,0.95,0.45,1.1185,1.334,0.7265,1.05925,1.19,1.045,137.09454499999998,131.03882,75.556,109.10275,121.54549024999997,0.85,0.5462962962962963,1.0357407407407409,0.05030445301889677
26,2023,1997,103,94,104,103,0.98,0.8125,0.6,Generation Z,1,0.55,1.11475,1.354,0.72275,1.0573750000000002,1.2,1.055,137.7831,134.27618,75.166,108.90962500000002,122.83209174999999,0.85,0.6481481481481483,1.0703703703703704,0.053683146835480665
26,2024,1998,103,94,104,103,0.98,0.85,0.8,Generation Z,1,0.55,1.111,1.374,0.7190000000000001,1.0555,1.2,1.055,137.31959999999998,136.25958,74.77600000000001,108.71650000000001,123.27658799999999,0.85,0.65,1.071,0.05368151972332214
28,1970,1942,102,96,102,102,0.05,0.1,0.01,Silent Generation,0.3,0.15,1,1.0159999999999998,0.98,0.9999999999999999,1.06,1.015,108.12,98.99903999999997,99.96,101.99999999999999,102.78566399999998,0.85,0.15,0.901,0.06277433289207832
28,1971,1943,102,96,102,102,0.05,0.10500000000000001,0.01,Silent Generation,0.3,0.15,0.9995,1.0159999999999998,0.9795,0.9997499999999999,1.06,1.015,108.06594000000001,98.99903999999997,99.909,101.97449999999999,102.75526799999997,0.85,0.15185185185185185,0.9016296296296297,0.06277462609592574
28,1972,1944,102,96,102,102,0.05,0.11,0.01,Silent Generation,0.3,0.15,0.999,1.0159999999999998,0.979,0.9994999999999999,1.06,1.015,108.01188,98.99903999999997,99.858,101.949,102.72487199999999,0.85,0.1537037037037037,0.9022592592592592,0.05893581195505966
28,1973,1945,102,96,102,102,0.05,0.115,0.01,Silent Generation,0.3,0.15,0.9985,1.0159999999999998,0.9785,0.9992499999999999,1.06,1.015,107.95782000000001,98.99903999999997,99.807,101.92349999999999,102.694476,0.85,0.15555555555555556,0.9028888888888889,0.05893616095388677
28,1974,1946,102,96,102,102,0.05,0.12000000000000001,0.01,Baby Boomers,0.5,0.25,0.998,1.0159999999999998,0.978,0.9989999999999999,1.1,1.025,111.97560000000001,99.97439999999996,99.756,101.89799999999998,104.43059999999998,0.85,0.2574074074074074,0.9375185185185184,0.05763000503149809
28,1975,1947,102,96,102,102,0.05,0.125,0.01,Baby Boomers,0.5,0.25,0.9975,1.0159999999999998,0.9775,0.9987499999999999,1.1,1.025,111.91950000000001,99.97439999999996,99.705,101.87249999999999,104.39948999999997,0.85,0.25925925925925924,0.9381481481481481,0.057628954169851844
28,1976,1948,102,96,102,102,0.05,0.13,0.01,Baby Boomers,0.5,0.25,0.997,1.0159999999999998,0.977,0.9984999999999999,1.1,1.025,111.86340000000001,99.97439999999996,99.654,101.847,104.36837999999999,0.85,0.2611111111111111,0.9387777777777777,0.055342673924292735
28,1977,1949,102,96,102,102,0.05,0.135,0.01,Baby Boomers,0.5,0.25,0.9965,1.0159999999999998,0.9765,0.9982499999999999,1.1,1.025,111.80730000000001,99.97439999999996,99.60300000000001,101.82149999999999,104.33726999999999,0.85,0.26296296296296295,0.9394074074074075,0.05534172928721668
28,1978,1950,102,96,102,102,0.05,0.14,0.01,Baby Boomers,0.5,0.25,0.996,1.0159999999999998,0.976,0.9979999999999999,1.1,1.025,111.75120000000001,99.97439999999996,99.55199999999999,101.79599999999999,104.30615999999998,0.85,0.26481481481481484,0.940037037037037,0.05323006520321214
28,1979,1951,102,96,102,102,0.05,0.14500000000000002,0.01,Baby Boomers,0.5,0.25,0.9955,1.0159999999999998,0.9755,0.9977499999999999,1.1,1.025,111.69510000000002,99.97439999999996,99.501,101.7705,104.27505,0.85,0.26666666666666666,0.9406666666666667,0.05322921382224234
28,1980,1952,102,96,102,102,0.05,0.15000000000000002,0.01,Baby Boomers,0.5,0.25,0.995,1.0159999999999998,0.975,0.9974999999999999,1.1,1.025,111.63900000000001,99.97439999999996,99.45,101.74499999999999,104.24393999999998,0.85,0.2685185185185185,0.9412962962962963,0.05127289526933653
28,1981,1953,102,96,102,102,0.065,0.15500000000000003,0.01,Baby Boomers,0.5,0.25,0.9974999999999999,1.0205,0.9715,0.9987499999999999,1.1,1.025,111.9195,100.41719999999998,99.093,101.87249999999999,104.46266999999999,0.85,0.27037037037037037,0.9419259259259258,0.05127212612394662
28,1982,1954,102,96,102,102,0.08,0.16000000000000003,0.01,Baby Boomers,0.5,0.25,1,1.025,0.968,1,1.1,1.025,112.2,100.85999999999999,98.73599999999999,102,104.6814,0.85,0.27222222222222225,0.9425555555555555,0.04945461753269088
28,1983,1955,102,96,102,102,0.095,0.165,0.01,Baby Boomers,0.5,0.25,1.0025,1.0294999999999999,0.9645,1.00125,1.1,1.025,112.4805,101.30279999999999,98.379,102.1275,104.90012999999999,0.85,0.2740740740740741,0.9431851851851852,0.04939176713370262
28,1984,1956,102,96,102,102,0.11,0.17,0.01,Baby Boomers,0.5,0.25,1.0050000000000001,1.0339999999999998,0.961,1.0025,1.1,1.025,112.76100000000001,101.74559999999997,98.02199999999999,102.255,105.11885999999998,0.85,0.2759259259259259,0.9438148148148149,0.04770301815234341
28,1985,1957,102,96,102,102,0.125,0.175,0.01,Baby Boomers,0.5,0.25,1.0074999999999998,1.0385,0.9575,1.00375,1.1,1.025,113.0415,102.18839999999999,97.665,102.3825,105.33758999999998,0.85,0.2777777777777778,0.9444444444444444,0.04764467164413354
28,1986,1958,102,96,102,102,0.14,0.18,0.01,Baby Boomers,0.5,0.25,1.01,1.043,0.954,1.0050000000000001,1.1,1.025,113.322,102.63119999999998,97.30799999999999,102.51,105.55632,0.85,0.2796296296296296,0.9450740740740741,0.04730740637056511
28,1987,1959,102,96,102,102,0.15500000000000003,0.185,0.01,Baby Boomers,0.5,0.25,1.0125,1.0474999999999999,0.9505,1.00625,1.1,1.025,113.6025,103.07399999999998,96.95100000000001,102.6375,105.77504999999998,0.85,0.2814814814814815,0.9457037037037037,0.04725018504811251
28,1988,1960,102,96,102,102,0.16999999999999998,0.19,0.01,Baby Boomers,0.5,0.25,1.0150000000000001,1.0519999999999998,0.947,1.0074999999999998,1.1,1.025,113.88300000000002,103.51679999999998,96.594,102.76499999999999,105.99377999999999,0.85,0.2833333333333333,0.9463333333333332,0.04691864020228396
28,1989,1961,102,96,102,102,0.185,0.195,0.01,Baby Boomers,0.5,0.25,1.0174999999999998,1.0565,0.9435,1.00875,1.1,1.025,114.16349999999998,103.9596,96.237,102.8925,106.21250999999998,0.85,0.2851851851851852,0.9469629629629629,0.046862513654792194
28,1990,1962,102,96,102,102,0.2,0.2,0.01,Baby Boomers,0.5,0.25,1.02,1.061,0.94,1.01,1.1,1.025,114.44400000000002,104.40239999999999,95.88,103.02,106.43124,0.85,0.28703703703703703,0.9475925925925924,0.04653654259953472
28,1991,1963,102,96,102,102,0.25,0.21500000000000002,0.01,Baby Boomers,0.5,0.25,1.0285,1.0759999999999998,0.9285,1.0142499999999999,1.1,1.025,115.3977,105.87839999999998,94.707,103.45349999999999,107.17070999999999,0.85,0.28888888888888886,0.9482222222222223,0.04645870760520442
28,1992,1964,102,96,102,102,0.30000000000000004,0.23,0.01,Baby Boomers,0.5,0.25,1.0370000000000001,1.091,0.9169999999999999,1.0185,1.1,1.025,116.35140000000003,107.35439999999998,93.53399999999999,103.887,107.91018000000001,0.85,0.29074074074074074,0.9488518518518518,0.046381235324255865
